departamento,provincia,distrito,ubigeo,anio,población
PUNO,EL COLLAO,CONDURIRI,210505,2019,2535.0
PUNO,HUANCANE,HUANCANE,210601,2019,19222.0
PUNO,HUANCANE,COJATA,210602,2019,4037.0
PUNO,HUANCANE,HUATASANI,210603,2019,3213.0
PUNO,HUANCANE,INCHUPALLA,210604,2019,2668.0
PUNO,HUANCANE,PUSI ,210605,2019,5201.0
PUNO,HUANCANE,ROSASPATA,210606,2019,4151.0
PUNO,HUANCANE,TARACO,210607,2019,13636.0
PUNO,HUANCANE,VILQUE CHICO,210608,2019,7641.0
PUNO,LAMPA,LAMPA,210701,2019,11786.0
PUNO,LAMPA,CABANILLA,210702,2019,5943.0
PUNO,LAMPA,CALAPUJA,210703,2019,1739.0
PUNO,LAMPA,NICASIO,210704,2019,2451.0
PUNO,LAMPA,OCUVIRI,210705,2019,2404.0
PUNO,LAMPA,PALCA,210706,2019,1810.0
PUNO,LAMPA,PARATIA,210707,2019,2666.0
PUNO,LAMPA,PUCARA,210708,2019,5505.0
PUNO,LAMPA,SANTA LUCIA,210709,2019,7486.0
PUNO,LAMPA,VILAVILA,210710,2019,1206.0
PUNO,MELGAR,AYAVIRI,210801,2019,25708.0
PUNO,MELGAR,ANTAUTA,210802,2019,5711.0
PUNO,MELGAR,CUPI,210803,2019,2073.0
PUNO,MELGAR,LLALLI,210804,2019,2608.0
PUNO,MELGAR,MACARI,210805,2019,7334.0
PUNO,MELGAR,NUÑOA,210806,2019,8581.0
PUNO,MELGAR,ORURILLO,210807,2019,7790.0
PUNO,MELGAR,SANTA ROSA,210808,2019,6408.0
PUNO,MELGAR,UMACHIRI,210809,2019,3906.0
PUNO,MOHO,MOHO,210901,2019,11334.0
PUNO,MOHO,CONIMA,210902,2019,3289.0
PUNO,MOHO,HUAYRAPATA,210903,2019,2594.0
PUNO,MOHO,TILALI,210904,2019,2559.0
PUNO,SAN ANTONIO DE PUTINA,PUTINA,211001,2019,14367.0
PUNO,SAN ANTONIO DE PUTINA,ANANEA,211002,2019,12129.0
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,211003,2019,1963.0
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,211004,2019,5528.0
PUNO,SAN ANTONIO DE PUTINA,SINA,211005,2019,1816.0
PUNO,SAN ROMAN,JULIACA   ,211101,2019,246970.0
PUNO,SAN ROMAN,CABANA,211102,2019,5412.0
PUNO,SAN ROMAN,CABANILLAS,211103,2019,4606.0
PUNO,SAN ROMAN,CARACOTO  ,211104,2019,7374.0
PUNO,SAN ROMAN,SAN MIGUEL   ,211105,2019,70831.0
PUNO,SANDIA,SANDIA,211201,2019,11490.0
PUNO,SANDIA,CUYOCUYO,211202,2019,5636.0
PUNO,SANDIA,LIMBANI,211203,2019,3319.0
PUNO,SANDIA,PATAMBUCO,211204,2019,4236.0
PUNO,SANDIA,PHARA,211205,2019,6061.0
PUNO,SANDIA,QUIACA,211206,2019,2312.0
PUNO,SANDIA,SAN JUAN DEL ORO,211207,2019,3543.0
PUNO,SANDIA,YANAHUAYA,211208,2019,2155.0
PUNO,SANDIA,ALTO INAMBARI,211209,2019,7517.0
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,211210,2019,10306.0
PUNO,YUNGUYO,YUNGUYO,211301,2019,25159.0
PUNO,YUNGUYO,ANAPIA,211302,2019,1787.0
PUNO,YUNGUYO,COPANI,211303,2019,4985.0
PUNO,YUNGUYO,CUTURAPI,211304,2019,1366.0
PUNO,YUNGUYO,OLLARAYA,211305,2019,2710.0
PUNO,YUNGUYO,TINICACHI,211306,2019,917.0
PUNO,YUNGUYO,UNICACHI,211307,2019,942.0
SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,220101,2019,83623.0
SAN MARTÍN,MOYOBAMBA,CALZADA,220102,2019,4729.0
SAN MARTÍN,MOYOBAMBA,HABANA,220103,2019,1681.0
SAN MARTÍN,MOYOBAMBA,JEPELACIO,220104,2019,16165.0
SAN MARTÍN,MOYOBAMBA,SORITOR,220105,2019,22947.0
SAN MARTÍN,MOYOBAMBA,YANTALO,220106,2019,2905.0
SAN MARTÍN,BELLAVISTA,BELLAVISTA,220201,2019,18244.0
SAN MARTÍN,BELLAVISTA,ALTO BIAVO,220202,2019,9243.0
SAN MARTÍN,BELLAVISTA,BAJO BIAVO,220203,2019,14762.0
SAN MARTÍN,BELLAVISTA,HUALLAGA,220204,2019,2741.0
SAN MARTÍN,BELLAVISTA,SAN PABLO,220205,2019,8668.0
SAN MARTÍN,BELLAVISTA,SAN RAFAEL,220206,2019,6209.0
SAN MARTÍN,EL DORADO,SAN JOSE DE SISA,220301,2019,16664.0
SAN MARTÍN,EL DORADO,AGUA BLANCA,220302,2019,2375.0
SAN MARTÍN,EL DORADO,SAN MARTIN,220303,2019,12750.0
SAN MARTÍN,EL DORADO,SANTA ROSA,220304,2019,7185.0
SAN MARTÍN,EL DORADO,SHATOJA,220305,2019,3171.0
SAN MARTÍN,HUALLAGA,SAPOSOA,220401,2019,14585.0
SAN MARTÍN,HUALLAGA,ALTO SAPOSOA,220402,2019,5098.0
SAN MARTÍN,HUALLAGA,EL ESLABON,220403,2019,2051.0
SAN MARTÍN,HUALLAGA,PISCOYACU,220404,2019,4619.0
SAN MARTÍN,HUALLAGA,SACANCHE,220405,2019,2425.0
SAN MARTÍN,HUALLAGA,TINGO DE SAPOSOA,220406,2019,819.0
SAN MARTÍN,LAMAS,LAMAS,220501,2019,15288.0
SAN MARTÍN,LAMAS,ALONSO DE ALVARADO,220502,2019,14532.0
SAN MARTÍN,LAMAS,BARRANQUITA,220503,2019,7245.0
SAN MARTÍN,LAMAS,CAYNARACHI   ,220504,2019,10787.0
SAN MARTÍN,LAMAS,CUÑUMBUQUI,220505,2019,3191.0
SAN MARTÍN,LAMAS,PINTO RECODO,220506,2019,9156.0
SAN MARTÍN,LAMAS,RUMISAPA,220507,2019,3725.0
SAN MARTÍN,LAMAS,SAN ROQUE DE CUMBAZA,220508,2019,1700.0
SAN MARTÍN,LAMAS,SHANAO,220509,2019,1963.0
SAN MARTÍN,LAMAS,TABALOSOS,220510,2019,14440.0
SAN MARTÍN,LAMAS,ZAPATERO,220511,2019,5789.0
SAN MARTÍN,MARISCAL CACERES,JUANJUI,220601,2019,33472.0
SAN MARTÍN,MARISCAL CACERES,CAMPANILLA,220602,2019,16221.0
SAN MARTÍN,MARISCAL CACERES,HUICUNGO,220603,2019,9113.0
SAN MARTÍN,MARISCAL CACERES,PACHIZA,220604,2019,6529.0
SAN MARTÍN,MARISCAL CACERES,PAJARILLO,220605,2019,5765.0
SAN MARTÍN,PICOTA,PICOTA,220701,2019,11162.0
SAN MARTÍN,PICOTA,BUENOS AIRES,220702,2019,3035.0
SAN MARTÍN,PICOTA,CASPISAPA,220703,2019,2165.0
SAN MARTÍN,PICOTA,PILLUANA,220704,2019,882.0
SAN MARTÍN,PICOTA,PUCACACA,220705,2019,3008.0
SAN MARTÍN,PICOTA,SAN CRISTOBAL,220706,2019,1207.0
SAN MARTÍN,PICOTA,SAN HILARION,220707,2019,3867.0
SAN MARTÍN,PICOTA,SHAMBOYACU,220708,2019,10134.0
SAN MARTÍN,PICOTA,TINGO DE PONASA,220709,2019,3897.0
SAN MARTÍN,PICOTA,TRES UNIDOS,220710,2019,4134.0
SAN MARTÍN,RIOJA,RIOJA,220801,2019,26323.0
SAN MARTÍN,RIOJA,AWAJUN,220802,2019,7925.0
SAN MARTÍN,RIOJA,ELIAS SOPLIN VARGAS,220803,2019,19703.0
SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,220804,2019,45934.0
SAN MARTÍN,RIOJA,PARDO MIGUEL,220805,2019,17206.0
SAN MARTÍN,RIOJA,POSIC,220806,2019,2031.0
SAN MARTÍN,RIOJA,SAN FERNANDO,220807,2019,3694.0
SAN MARTÍN,RIOJA,YORONGOS,220808,2019,2617.0
SAN MARTÍN,RIOJA,YURACYACU,220809,2019,3827.0
SAN MARTÍN,SAN MARTIN,TARAPOTO,220901,2019,81787.0
SAN MARTÍN,SAN MARTIN,ALBERTO LEVEAU,220902,2019,910.0
SAN MARTÍN,SAN MARTIN,CACATACHI,220903,2019,3714.0
SAN MARTÍN,SAN MARTIN,CHAZUTA,220904,2019,10422.0
SAN MARTÍN,SAN MARTIN,CHIPURANA,220905,2019,2364.0
SAN MARTÍN,SAN MARTIN,EL PORVENIR,220906,2019,2514.0
SAN MARTÍN,SAN MARTIN,HUIMBAYOC,220907,2019,5446.0
SAN MARTÍN,SAN MARTIN,JUAN GUERRA,220908,2019,4072.0
SAN MARTÍN,SAN MARTIN,LA BANDA DE SHILCAYO,220909,2019,47438.0
SAN MARTÍN,SAN MARTIN,MORALES,220910,2019,41348.0
SAN MARTÍN,SAN MARTIN,PAPAPLAYA,220911,2019,2068.0
SAN MARTÍN,SAN MARTIN,SAN ANTONIO,220912,2019,1714.0
SAN MARTÍN,SAN MARTIN,SAUCE,220913,2019,7050.0
SAN MARTÍN,SAN MARTIN,SHAPAJA,220914,2019,2010.0
SAN MARTÍN,TOCACHE,TOCACHE 3/,221001,2019,30203.0
SAN MARTÍN,TOCACHE,NUEVO PROGRESO,221002,2019,12414.0
SAN MARTÍN,TOCACHE,POLVORA,221003,2019,11056.0
SAN MARTÍN,TOCACHE,SHUNTE,221004,2019,1355.0
SAN MARTÍN,TOCACHE,UCHIZA 3/,221005,2019,21072.0
SAN MARTÍN,TOCACHE,SANTA LUCIA 3/,221006,2019,
TACNA,TACNA,TACNA   ,230101,2019,103125.0
TACNA,TACNA,ALTO DE LA ALIANZA,230102,2019,35319.0
TACNA,TACNA,CALANA,230103,2019,3355.0
TACNA,TACNA,CIUDAD NUEVA,230104,2019,32991.0
TACNA,TACNA,INCLAN,230105,2019,2779.0
TACNA,TACNA,PACHIA,230106,2019,2251.0
TACNA,TACNA,PALCA,230107,2019,2150.0
TACNA,TACNA,POCOLLAY,230108,2019,19240.0
TACNA,TACNA,SAMA,230109,2019,3564.0
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,230110,2019,127017.0
TACNA,TACNA,LA YARADA LOS PALOS  ,230111,2019,6630.0
TACNA,CANDARAVE,CANDARAVE,230201,2019,2420.0
TACNA,CANDARAVE,CAIRANI,230202,2019,997.0
TACNA,CANDARAVE,CAMILACA,230203,2019,1161.0
TACNA,CANDARAVE,CURIBAYA,230204,2019,449.0
TACNA,CANDARAVE,HUANUARA,230205,2019,503.0
TACNA,CANDARAVE,QUILAHUANI,230206,2019,712.0
TACNA,JORGE BASADRE,LOCUMBA,230301,2019,2620.0
TACNA,JORGE BASADRE,ILABAYA,230302,2019,6452.0
TACNA,JORGE BASADRE,ITE,230303,2019,3223.0
TACNA,TARATA,TARATA,230401,2019,3593.0
TACNA,TARATA,HÉROES ALBARRACÍN,230402,2019,310.0
TACNA,TARATA,ESTIQUE,230403,2019,234.0
TACNA,TARATA,ESTIQUE-PAMPA,230404,2019,332.0
TACNA,TARATA,SITAJARA,230405,2019,348.0
TACNA,TARATA,SUSAPAYA,230406,2019,510.0
TACNA,TARATA,TARUCACHI,230407,2019,322.0
TACNA,TARATA,TICACO,230408,2019,598.0
TUMBES,TUMBES,TUMBES,240101,2019,111761.0
TUMBES,TUMBES,CORRALES,240102,2019,25242.0
TUMBES,TUMBES,LA CRUZ,240103,2019,10434.0
TUMBES,TUMBES,PAMPAS DE HOSPITAL,240104,2019,7460.0
TUMBES,TUMBES,SAN JACINTO,240105,2019,8936.0
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,240106,2019,4826.0
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,240201,2019,13476.0
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,240202,2019,2658.0
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL ,240203,2019,7297.0
TUMBES,ZARUMILLA,ZARUMILLA,240301,2019,24756.0
TUMBES,ZARUMILLA,AGUAS VERDES,240302,2019,18931.0
TUMBES,ZARUMILLA,MATAPALO,240303,2019,3991.0
TUMBES,ZARUMILLA,PAPAYAL,240304,2019,6931.0
UCAYALI,CORONEL PORTILLO,CALLERIA,250101,2019,168924.0
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,2019,19029.0
UCAYALI,CORONEL PORTILLO,IPARIA,250103,2019,12217.0
UCAYALI,CORONEL PORTILLO,MASISEA,250104,2019,11937.0
UCAYALI,CORONEL PORTILLO,YARINACOCHA,250105,2019,115625.0
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106,2019,5690.0
UCAYALI,CORONEL PORTILLO,MANANTAY,250107,2019,103880.0
UCAYALI,ATALAYA,RAIMONDI,250201,2019,38611.0
UCAYALI,ATALAYA,SEPAHUA,250202,2019,8123.0
UCAYALI,ATALAYA,TAHUANIA,250203,2019,10303.0
UCAYALI,ATALAYA,YURUA,250204,2019,2359.0
UCAYALI,PADRE ABAD,PADRE ABAD 6/ 11/,250301,2019,36918.0
UCAYALI,PADRE ABAD,IRAZOLA  ,250302,2019,11656.0
UCAYALI,PADRE ABAD,CURIMANA,250303,2019,9803.0
UCAYALI,PADRE ABAD,NESHUYA   ,250304,2019,10080.0
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT  ,250305,2019,6037.0
UCAYALI,PADRE ABAD,HUIPOCA 6/,250306,2019,
UCAYALI,PADRE ABAD,BOQUERON 11/,250307,2019,
UCAYALI,PURÚS,PURÚS,250401,2019,3317.0
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,010101,2020,39051.0
AMAZONAS,CHACHAPOYAS,ASUNCION,010102,2020,278.0
AMAZONAS,CHACHAPOYAS,BALSAS,010103,2020,1180.0
AMAZONAS,CHACHAPOYAS,CHETO,010104,2020,702.0
AMAZONAS,CHACHAPOYAS,CHILIQUIN,010105,2020,589.0
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,010106,2020,1933.0
AMAZONAS,CHACHAPOYAS,GRANADA,010107,2020,539.0
AMAZONAS,CHACHAPOYAS,HUANCAS,010108,2020,1456.0
AMAZONAS,CHACHAPOYAS,LA JALCA,010109,2020,3966.0
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,010110,2020,3815.0
AMAZONAS,CHACHAPOYAS,LEVANTO,010111,2020,803.0
AMAZONAS,CHACHAPOYAS,MAGDALENA,010112,2020,911.0
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,010113,2020,1534.0
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,010114,2020,2266.0
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,010115,2020,487.0
AMAZONAS,CHACHAPOYAS,OLLEROS,010116,2020,435.0
AMAZONAS,CHACHAPOYAS,QUINJALCA,010117,2020,792.0
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,010118,2020,323.0
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,010119,2020,590.0
AMAZONAS,CHACHAPOYAS,SOLOCO,010120,2020,1261.0
AMAZONAS,CHACHAPOYAS,SONCHE,010121,2020,277.0
AMAZONAS,BAGUA,BAGUA ,010201,2020,29905.0
AMAZONAS,BAGUA,ARAMANGO,010202,2020,10149.0
AMAZONAS,BAGUA,COPALLIN,010203,2020,4660.0
AMAZONAS,BAGUA,EL PARCO,010204,2020,1287.0
AMAZONAS,BAGUA,IMAZA,010205,2020,32136.0
AMAZONAS,BAGUA,LA PECA ,010206,2020,6535.0
AMAZONAS,BONGARA,JUMBILLA,010301,2020,1332.0
AMAZONAS,BONGARA,CHISQUILLA,010302,2020,319.0
AMAZONAS,BONGARA,CHURUJA,010303,2020,301.0
AMAZONAS,BONGARA,COROSHA,010304,2020,825.0
AMAZONAS,BONGARA,CUISPES,010305,2020,684.0
AMAZONAS,BONGARA,FLORIDA,010306,2020,6397.0
AMAZONAS,BONGARA,JAZAN,010307,2020,7931.0
AMAZONAS,BONGARA,RECTA,010308,2020,218.0
AMAZONAS,BONGARA,SAN CARLOS,010309,2020,551.0
AMAZONAS,BONGARA,SHIPASBAMBA,010310,2020,1678.0
AMAZONAS,BONGARA,VALERA,010311,2020,837.0
AMAZONAS,BONGARA,YAMBRASBAMBA,010312,2020,5757.0
AMAZONAS,CONDORCANQUI,NIEVA ,010401,2020,20847.0
AMAZONAS,CONDORCANQUI,EL CENEPA ,010402,2020,12537.0
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,010403,2020,17960.0
AMAZONAS,LUYA,LAMUD,010501,2020,2375.0
AMAZONAS,LUYA,CAMPORREDONDO,010502,2020,7515.0
AMAZONAS,LUYA,COCABAMBA,010503,2020,2045.0
AMAZONAS,LUYA,COLCAMAR,010504,2020,1933.0
AMAZONAS,LUYA,CONILA,010505,2020,1923.0
AMAZONAS,LUYA,INGUILPATA,010506,2020,486.0
AMAZONAS,LUYA,LONGUITA,010507,2020,883.0
AMAZONAS,LUYA,LONYA CHICO,010508,2020,858.0
AMAZONAS,LUYA,LUYA,010509,2020,4118.0
AMAZONAS,LUYA,LUYA VIEJO,010510,2020,405.0
AMAZONAS,LUYA,MARIA,010511,2020,776.0
AMAZONAS,LUYA,OCALLI,010512,2020,3950.0
AMAZONAS,LUYA,OCUMAL,010513,2020,3712.0
AMAZONAS,LUYA,PISUQUIA,010514,2020,5075.0
AMAZONAS,LUYA,PROVIDENCIA,010515,2020,1389.0
AMAZONAS,LUYA,SAN CRISTOBAL,010516,2020,550.0
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,010517,2020,732.0
AMAZONAS,LUYA,SAN JERONIMO,010518,2020,621.0
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,010519,2020,434.0
AMAZONAS,LUYA,SANTA CATALINA,010520,2020,2145.0
AMAZONAS,LUYA,SANTO TOMAS,010521,2020,3070.0
AMAZONAS,LUYA,TINGO,010522,2020,1375.0
AMAZONAS,LUYA,TRITA,010523,2020,1457.0
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,010601,2020,6499.0
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,010602,2020,2877.0
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,010603,2020,636.0
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,010604,2020,2664.0
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,010605,2020,2431.0
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,010606,2020,1673.0
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,010607,2020,1559.0
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,010608,2020,419.0
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,010609,2020,10028.0
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,010610,2020,529.0
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,010611,2020,288.0
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,010612,2020,4048.0
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,010701,2020,57746.0
AMAZONAS,UTCUBAMBA,CAJARURO ,010702,2020,24525.0
AMAZONAS,UTCUBAMBA,CUMBA,010703,2020,8760.0
AMAZONAS,UTCUBAMBA,EL MILAGRO,010704,2020,6503.0
AMAZONAS,UTCUBAMBA,JAMALCA,010705,2020,7215.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,010706,2020,11300.0
AMAZONAS,UTCUBAMBA,YAMON,010707,2020,3245.0
ÁNCASH,HUARAZ,HUARAZ,020101,2020,68466.0
ÁNCASH,HUARAZ,COCHABAMBA,020102,2020,1698.0
ÁNCASH,HUARAZ,COLCABAMBA,020103,2020,274.0
ÁNCASH,HUARAZ,HUANCHAY,020104,2020,1652.0
ÁNCASH,HUARAZ,INDEPENDENCIA,020105,2020,87112.0
ÁNCASH,HUARAZ,JANGAS,020106,2020,5206.0
ÁNCASH,HUARAZ,LA LIBERTAD,020107,2020,1110.0
ÁNCASH,HUARAZ,OLLEROS,020108,2020,2507.0
ÁNCASH,HUARAZ,PAMPAS GRANDE,020109,2020,998.0
ÁNCASH,HUARAZ,PARIACOTO,020110,2020,5235.0
ÁNCASH,HUARAZ,PIRA,020111,2020,3489.0
ÁNCASH,HUARAZ,TARICA,020112,2020,7529.0
ÁNCASH,AIJA,AIJA,020201,2020,2182.0
ÁNCASH,AIJA,CORIS,020202,2020,1649.0
ÁNCASH,AIJA,HUACLLAN,020203,2020,358.0
ÁNCASH,AIJA,LA MERCED,020204,2020,1517.0
ÁNCASH,AIJA,SUCCHA,020205,2020,727.0
ÁNCASH,ANTONIO RAYMONDI,LLAMELLIN,020301,2020,3413.0
ÁNCASH,ANTONIO RAYMONDI,ACZO,020302,2020,1958.0
ÁNCASH,ANTONIO RAYMONDI,CHACCHO,020303,2020,1346.0
ÁNCASH,ANTONIO RAYMONDI,CHINGAS,020304,2020,1946.0
ÁNCASH,ANTONIO RAYMONDI,MIRGAS,020305,2020,4135.0
ÁNCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,020306,2020,1152.0
ÁNCASH,ASUNCIÓN,CHACAS,020401,2020,4787.0
ÁNCASH,ASUNCIÓN,ACOCHACA,020402,2020,2923.0
ÁNCASH,BOLOGNESI,CHIQUIAN,020501,2020,4087.0
ÁNCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,020502,2020,215.0
ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,020503,2020,1020.0
ÁNCASH,BOLOGNESI,AQUIA,020504,2020,2079.0
ÁNCASH,BOLOGNESI,CAJACAY,020505,2020,1868.0
ÁNCASH,BOLOGNESI,CANIS,020506,2020,279.0
ÁNCASH,BOLOGNESI,COLQUIOC,020507,2020,2348.0
ÁNCASH,BOLOGNESI,HUALLANCA,020508,2020,6473.0
ÁNCASH,BOLOGNESI,HUASTA,020509,2020,1341.0
ÁNCASH,BOLOGNESI,HUAYLLACAYAN,020510,2020,1365.0
ÁNCASH,BOLOGNESI,LA PRIMAVERA,020511,2020,444.0
ÁNCASH,BOLOGNESI,MANGAS,020512,2020,515.0
ÁNCASH,BOLOGNESI,PACLLON,020513,2020,874.0
ÁNCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,020514,2020,471.0
ÁNCASH,BOLOGNESI,TICLLOS,020515,2020,633.0
ÁNCASH,CARHUAZ,CARHUAZ,020601,2020,16675.0
ÁNCASH,CARHUAZ,ACOPAMPA,020602,2020,2794.0
ÁNCASH,CARHUAZ,AMASHCA,020603,2020,1520.0
ÁNCASH,CARHUAZ,ANTA,020604,2020,2598.0
ÁNCASH,CARHUAZ,ATAQUERO,020605,2020,1617.0
ÁNCASH,CARHUAZ,MARCARA,020606,2020,10782.0
ÁNCASH,CARHUAZ,PARIAHUANCA,020607,2020,1455.0
ÁNCASH,CARHUAZ,SAN MIGUEL DE ACO,020608,2020,2502.0
ÁNCASH,CARHUAZ,SHILLA,020609,2020,2915.0
ÁNCASH,CARHUAZ,TINCO,020610,2020,3861.0
ÁNCASH,CARHUAZ,YUNGAR,020611,2020,3288.0
ÁNCASH,CARLOS F. FITZCARRALD,SAN LUIS,020701,2020,11083.0
ÁNCASH,CARLOS F. FITZCARRALD,SAN NICOLAS,020702,2020,3233.0
ÁNCASH,CARLOS F. FITZCARRALD,YAUYA,020703,2020,4180.0
ÁNCASH,CASMA,CASMA,020801,2020,40363.0
ÁNCASH,CASMA,BUENA VISTA ALTA,020802,2020,5413.0
ÁNCASH,CASMA,COMANDANTE NOEL,020803,2020,2340.0
ÁNCASH,CASMA,YAUTAN,020804,2020,9140.0
ÁNCASH,CORONGO,CORONGO,020901,2020,1790.0
ÁNCASH,CORONGO,ACO,020902,2020,380.0
ÁNCASH,CORONGO,BAMBAS,020903,2020,481.0
ÁNCASH,CORONGO,CUSCA,020904,2020,2881.0
ÁNCASH,CORONGO,LA PAMPA,020905,2020,1078.0
ÁNCASH,CORONGO,YANAC,020906,2020,666.0
ÁNCASH,CORONGO,YUPAN,020907,2020,741.0
ÁNCASH,HUARI,HUARI,021001,2020,9803.0
ÁNCASH,HUARI,ANRA,021002,2020,1414.0
ÁNCASH,HUARI,CAJAY,021003,2020,2661.0
ÁNCASH,HUARI,CHAVIN DE HUANTAR,021004,2020,8462.0
ÁNCASH,HUARI,HUACACHI,021005,2020,1841.0
ÁNCASH,HUARI,HUACCHIS,021006,2020,1401.0
ÁNCASH,HUARI,HUACHIS,021007,2020,3589.0
ÁNCASH,HUARI,HUANTAR,021008,2020,2746.0
ÁNCASH,HUARI,MASIN,021009,2020,1360.0
ÁNCASH,HUARI,PAUCAS,021010,2020,1565.0
ÁNCASH,HUARI,PONTO,021011,2020,2725.0
ÁNCASH,HUARI,RAHUAPAMPA,021012,2020,751.0
ÁNCASH,HUARI,RAPAYAN,021013,2020,1461.0
ÁNCASH,HUARI,SAN MARCOS,021014,2020,19498.0
ÁNCASH,HUARI,SAN PEDRO DE CHANA,021015,2020,2694.0
ÁNCASH,HUARI,UCO,021016,2020,1293.0
ÁNCASH,HUARMEY,HUARMEY,021101,2020,27123.0
ÁNCASH,HUARMEY,COCHAPETI,021102,2020,814.0
ÁNCASH,HUARMEY,CULEBRAS,021103,2020,3405.0
ÁNCASH,HUARMEY,HUAYAN,021104,2020,961.0
ÁNCASH,HUARMEY,MALVAS,021105,2020,763.0
ÁNCASH,HUAYLAS,CARAZ,021201,2020,26949.0
ÁNCASH,HUAYLAS,HUALLANCA,021202,2020,1110.0
ÁNCASH,HUAYLAS,HUATA,021203,2020,1394.0
ÁNCASH,HUAYLAS,HUAYLAS,021204,2020,1697.0
ÁNCASH,HUAYLAS,MATO,021205,2020,1967.0
ÁNCASH,HUAYLAS,PAMPAROMAS,021206,2020,8577.0
ÁNCASH,HUAYLAS,PUEBLO LIBRE,021207,2020,6990.0
ÁNCASH,HUAYLAS,SANTA CRUZ,021208,2020,4588.0
ÁNCASH,HUAYLAS,SANTO TORIBIO,021209,2020,1092.0
ÁNCASH,HUAYLAS,YURACMARCA,021210,2020,2193.0
ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,021301,2020,3122.0
ÁNCASH,MARISCAL LUZURIAGA,CASCA,021302,2020,4015.0
ÁNCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,021303,2020,1421.0
ÁNCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,021304,2020,1993.0
ÁNCASH,MARISCAL LUZURIAGA,LLAMA,021305,2020,1015.0
ÁNCASH,MARISCAL LUZURIAGA,LLUMPA,021306,2020,6315.0
ÁNCASH,MARISCAL LUZURIAGA,LUCMA,021307,2020,2870.0
ÁNCASH,MARISCAL LUZURIAGA,MUSGA,021308,2020,1036.0
ÁNCASH,OCROS,OCROS,021401,2020,1259.0
ÁNCASH,OCROS,ACAS,021402,2020,676.0
ÁNCASH,OCROS,CAJAMARQUILLA,021403,2020,297.0
ÁNCASH,OCROS,CARHUAPAMPA,021404,2020,447.0
ÁNCASH,OCROS,COCHAS,021405,2020,1566.0
ÁNCASH,OCROS,CONGAS,021406,2020,1313.0
ÁNCASH,OCROS,LLIPA,021407,2020,233.0
ÁNCASH,OCROS,SAN CRISTOBAL DE RAJAN,021408,2020,437.0
ÁNCASH,OCROS,SAN PEDRO,021409,2020,544.0
ÁNCASH,OCROS,SANTIAGO DE CHILCAS,021410,2020,452.0
ÁNCASH,PALLASCA,CABANA,021501,2020,2588.0
ÁNCASH,PALLASCA,BOLOGNESI,021502,2020,1017.0
ÁNCASH,PALLASCA,CONCHUCOS,021503,2020,7850.0
ÁNCASH,PALLASCA,HUACASCHUQUE,021504,2020,532.0
